TransID,CustID,TransTotal,TransNumItems,TransDesc
319,141,1665.36,8,nxEpVcsVWDXDeVmlCwuqkNnkGuevNsQBaYoYhSBcNUjml
320,98,586.09,8,CdcygqcngAIipmIwLFfcrNvIsrnHsmJVBBEesEtWs
321,186,957.99,12,EKRbjAFPjcdaFeFUniRQnBXdEvTmXkHtllFHgoBqIxnEnTgc
322,64,1337.59,11,edEhDgIzICfpENWMrdPZoJgdFZJddMlqorxM
323,116,1301.49,7,POSLOmmnpwlhnWaOBHhCHjB
324,191,379.06,9,fZbaEETKQqfWGuKUpbtBinzpyLutxEltig
325,6,1524.48,4,pRkluxQQskhICdGrGGsui
326,25,868.2,3,sOoAuFFbtKBoWdXlqjbPJLwzw
327,190,797.38,14,ymmBDviVTokbpUXEuSabizSLQL
328,11,723.32,15,rBYgEdpvHdGDRXOxiuuahvDbyRNCNyP
329,181,173.87,7,vNZtqHLyVgdcRuXfLdZVyptpfcDjGSefLIlKPloOVHp
330,142,760.33,3,AkwhzrNeFNZmhvGRdvnnJCUeYaxFJRuJf
331,62,1156.07,15,DNTleNyBbiUBuEkXwhhxcKVyLhquCdUtCMqvxwGyag
332,12,1527.77,12,romYWDLlawHofDOjVCuSVkQpaKMkXHWHaX
333,93,12.11,5,gwrVyYxmxDHiqDjBagoVhEHAcMPSuKcT
334,19,261.86,15,vasyeyKXXQcjNQSoSkIBSaXIQddlzSsxPOHfCOSIxJ
335,94,1457.44,4,MMfKqXloKyTRyaxXsbwV
336,147,443.91,13,wxmFbfbHtuExmhvXpUMhiZNOEhpQMEEmva
337,68,1264.26,8,cAzsOTNpIBbfhDgpLUjUBNxufPbTthmlM
338,69,186.7,1,ruzlomKsnzORGhJkYzWjvwcMmyRvKJSoqsrZPuEqMO
339,169,77.94,6,mOSHuAelyOycMLQpUktePyov
340,192,1015.01,1,jjZUHpqvqZvfLdxldKghopiASSbQz
341,28,1163.03,15,EgFtFfrzalKeuJlRvUNcEkWHpr
342,91,1455.01,14,mJAKrZdowBzckKVHzIfPX
343,81,1894.01,10,tRxYUxUpMQtcKVaXGcbUVIeHFUVfkaWBjLltiqSEVeKYrnGfx
344,78,868.27,5,CWxYqUxxZMqQKXdPencenKfLndpDgwnqDvEuCV
345,169,917.88,9,aRYBEThaNkdeTLjwwCbqBGDAcVPVykDAfwEQRWIebJX
346,34,1265.55,15,MfjJQeGzCODBWtSaPjkTwxbUeUVEBWoTeaUzDgbaITmHnDGH
347,86,40.79,1,dBLFfOelyWJplgZENUpbeDhPIPmnqFGYRMpqjyepMIevbTXToQ
348,78,693.47,6,utmGxKaLKybSqLrDkEaMseF
349,170,455.3,1,OmejiIihmJJpUgGINDZFGYkGLQBpBkovDaY
350,153,1321.98,5,UwIMrGsGSQTVolEoHWhnRC
351,52,1487.22,8,bioplWNSgrVPHTVfkqUUtJSxUJGYl
352,153,1344.51,10,HGjSyvFAIwzPrwcePeSWKgdWftBHxwOB
353,154,1775.13,8,LokWGCbEZGpvQOJGnYtHWRLgZJUHwFcfgeHtKHpIn
354,133,514.49,9,gDVOXOmxSRerJVchDFGrGqIPArxVvdZlrGZZucTXhvpSBKf
355,158,1855.34,1,bXuMLcWfGQebXxjUddsj
356,146,909.25,4,MAArMYmZfaVbXOXpVpubaElHnAnvIyabzoGFh
357,158,544.42,12,PtNeASJQKqmhPHVeBtFyqPkPtcndzs
358,198,1112.55,9,LyITkCvCbwkkcxjWiUaBjnZMndsTaisreoyxslDzGKDewo
359,29,1841.02,6,KMfXmIbYAyRqRIdPOPCsQAEoiacXK
360,99,298.29,9,XDqhHfAtogowcNjcwyauQLbJy
361,108,1348.55,5,ibCpNxfeGLOwMflAKVvmQbg
362,100,1371.19,8,HwakqlzSflPkuKUfTFdsMyjiNhUMXqPX
363,133,142.27,1,lRIqArkVIghyhaPGmSNZDZNBgIEGGHPgAyZkcw
364,111,112.42,11,dfIyWSzDEUjSltkdGeffJmZAlpSwbjf
365,148,639.41,9,YjarZjgXXNISMIDywvyTUkH
366,182,687.8,13,HTUeueNJrCIjzYsxndKIMUnAXCuWaG
367,10,418.99,5,wltuQdoaRHXMqPmAIQltbWHDILw
368,26,746.86,15,qBqXfhJNDCZYVcdpxNPCWHgbYBKBMzuNVLgom
369,171,1176.78,8,eTGMWRhjxAlSMkrBLQzgucntbLQKp
370,31,690.38,10,XqTCOcAwukqlTjZnBPOLMClpvD
371,21,445.84,7,ZHGyubHeWzwByGAhHsWg
372,122,122.54,5,DARRNVCZcKvIBRXgTAXUO
373,90,1837.68,5,dMuuroyTeoJlAIDpmPoJwRHvesKNMFMPixdg
374,186,1952.79,4,JdchOmChvnfFCFjFXhayzUrSNanW
375,40,1154.59,4,XmRqAHZzRRfkcBfvnCXhwhMIfUFesJeCqlkFoyGvoGEL
376,23,1330.16,2,gBkpAIvYjrDjQiUctUzmzkt
377,74,1233.5,10,RdGVzMseMDGRqyGcUCeSyLtiTWUPvKoyoBKnhusUwY
378,199,1814.37,2,skGOEareHmsucBSFFhvxei
379,77,38.59,7,UJlQJWricIrkEZttJbrLDLnlwaOAlLPgk
380,31,411.08,10,oZTUFDcWqHLgqPeOELHroQogjFxOoMqBxw
381,192,543.35,13,FMjfnxHEnrCXZpAZpoBKj
382,183,504.4,13,WLKrMILEevVHInqkxkUNRGGmNOwMqcIvvuVbbelcxsNX
383,109,798.54,7,QooNWLedMzRMbrXUhAPnWUZHPkYzxuxtjnuufOGStdLoibAj
384,194,1752.7,9,bNRBFuSbqPNXbXIBxqRbugqwyRIlplyMWbmMTt
385,95,760.97,13,wSWreveXkAqhEbQhwmJUXeQKjqelqQLHAw
386,74,321.54,11,djkxYZtjtuAyjSZsGeITzQzmACEneFvFRtHPKlPRmDbDdkq
387,133,955.88,14,vnpXGewzEXwuUZbMocMEyQSzTBZPmeebHZCkq
388,3,432.44,14,ZVSiDSuuqNramkNJwRIqWcaKDDwPonsfIyc
389,95,1189.32,14,jFUrCQPXrGwDwINgfjuKiy
390,111,908.74,13,uHhkEfxoydJZQvqgkOfHsDuG
391,113,1352.18,13,zlPOioWabCUPgujAJOaNjCNdIebjalZjzAKjjekcLqHxhOJ
392,144,573.52,15,QlLFBkGQUNTCXHMRseqalzElSRMgjX
393,151,875.74,7,SbqPWiuwOfwkCPDqBljgSvRGFB
394,149,1007.0,3,oLshNOqntBMrgGrDscRHYCKC
395,93,197.85,2,FpphkGBVyvWsxgZFvsCxHXHBLOxojLbravAqIQyApDqRJ
396,65,451.69,14,wPNrZkzXwnvFDOhoIgaTJRzZlSQNWdgvHoSlcXqxsVRi
397,135,1618.58,8,LyqVdJjRPeLDMuThlPUmRpZwYTQvdy
398,42,203.29,4,rcAGhlhaUIKqhjPonDvzxF
399,117,1192.23,2,CTGKMrUSYPlFTnitQkYvtlncYSYuGhXrwBRSBzYAdZn
400,187,1428.64,15,llYaEuBvyGdNTWBeXUfVWvNnzGEJIuN
401,179,419.0,2,IYSuWcINnregpgLqHlctGUOmfctVi
402,133,1448.96,14,rknjYrEwiHJkipmNsrFmXmSovUbpTP
403,52,809.18,2,NzYnExxswzZKEzmRPLLpdNjTWwacS
404,35,26.1,6,QDLnmFjpgdlafNRDPlCCPhRWfE
405,52,72.84,1,LGndKtvvAFktGDMIvBCfNsCjvZqLCMVMucmEWudRLLsiFFvu
406,187,753.58,6,mySePvqDAzpqKoAEFBwjbvY
407,137,653.23,14,wjtxrbzhRVSetoAiZKgTYBfrTrBQqewzZoazYGoNFIXOzKkRuM
408,134,709.56,9,bTKqqGQoxqbcXHHivSaQSYruatmMybMyxlJYtd
409,76,1585.6,8,ZdziGcdmaliEbnXMZbgEkLELpX
410,14,234.37,2,SsbIbohhrMEzRWSOGpzsKDbkvWVEYLgSQCTyFPjouxlc
411,46,1053.59,15,uZYDziFKWZlNxPgYbRSOyxtZNvfP
412,112,1677.21,14,GKCRsLwIPdQQioiWFxQRCVurctQraxHcNusKDtjpeNs
413,109,1000.34,8,LAbCXIfhKmqNDqBoRHwX
414,15,1655.91,14,tfXbqvGwtVbWvVcNBPNucxilFMZgEEHpHVelKDImKkw
415,149,1436.17,2,MBSQwgwRcmCvUmYtAcHRmXHcpgvNhXNYWwGnwFT
416,119,969.46,7,DwJlVxzXgGBGJrOqrbKzp
417,194,1384.33,7,WzRFKesqPHQncoGjdXmCjGqrSueYAPOPWrf
418,91,197.44,5,XCoHtzESrQopQmklQfHe
419,87,1196.36,2,SbbRmjSkqCBasLtbjKyFQutrCcmzMOeVBfKUym
420,111,1433.91,15,SlOjGFDdapnRxlHdqAjxuQALOyDkGJhZuwDHvHXJExAgLLb
421,74,282.55,1,fywIfPYbjjvRHaVjDwMPTPayvCYVWXsxREwfJL
422,118,440.92,3,FRMEqmKJNCuFZDyEVXRy
423,177,1372.34,5,xZOqvtrExQiiQsaAGxqiTWSYwzdLfrjUzscTkwJCOlIS
424,5,1605.74,3,sTBKDprnSXRUXlSZijAwClyY
425,74,974.23,13,eDDmUGkeguTtTLefhnPlqmwIvoOFcSrDsGNFJBuLgbCrrL
426,56,1598.66,5,VWdbMrgzrzQaESoRFkSfPIXBYXcpGTHCHCOvMOeIePzRYAbDe
427,181,227.59,9,uDtDgZkAGidLzaXdJuujuoLNqGnhdzRrmVhD
428,18,1107.61,1,gthmhyVodshytlimrihWdVhHRaHhnNJNYPqPeDNlbAN
429,176,79.35,10,PeERPygQNMiyYntGPjdFGbbvZqGx
430,166,1095.08,6,dKKyNHjATChNnOnZJEoRpBLJHhCwrHXYXyIJaBgLz
431,19,536.6,2,kLzKlCchBqyuXsgpgHYskvkdhvGlEuEsCHTTfc
432,184,773.05,5,FaFOxTdxFMCBwmGQECDxBJYTruieMpzhAT
433,60,651.19,13,fENSvzRqiUFwgiIwecSpNuetAUMdhusCBKenqyym
434,175,1372.81,14,XVKYjauLKcOhzainEFFUOdKvfJjhh
435,10,1932.25,14,jkHupIgRJPdkuRRCAfDKpmViSgOLIyLyltJVwYReiy
436,104,957.32,14,vPlsvWtnvkxnHbyhZhOJRnWGMDLxhTq
437,164,248.86,13,KItpPZGDdTuQwREJSxCUCiODipfdeeTrHLPDTeXs
438,148,114.34,3,RuKjbXNCnYRjAmRIGFkoVWdWUtnPOz
439,147,1241.72,6,ATpKSnQLzecafieBEcHjXpQhyoXDKLo
440,140,1561.15,15,hoSYuJaSBmLtHyddVwgarMtjnJRPdbEHI
441,104,664.43,15,gCPxnMisBQFbVPcePTAicdHQtRzXPrVOVzsXdHzJqwT
442,145,463.26,4,huhERkXubjIptAtAZOLuivVZaoDyeMwBjVnnHHORlFyF
443,122,603.86,10,UZdSVPHtMTnFItsKxfoUDCsbKVbXRBrOShfo
444,52,801.95,14,RmmjkOLYtLDLYxMxFWmHbxWakwyjawdLMfNAmZRVeFMwnjh
445,103,1405.83,4,PViLLdJTNsLBEnuXgILxClPXasxfuyRqePnnXvDXt
446,10,1491.16,9,ANjBuGGYckLliIfAbNJZyKSllfagKKPQhnjIANgn
447,80,458.92,8,LWAovwljgRtXkktiByfxuXzatcQLGHhv
448,75,568.5,7,JPvZDhljJLAYyKFtnKTFqvxoRdNNceCRII
449,157,1764.28,9,HlsqAVWipnsRKZFSLmGspeYoiXNEn
450,12,1621.13,15,fnYUAffTwRfiWlHtzmBBzRmCfhJYhvajDpsWJWm
451,140,581.29,8,WgkDovhKMOIVHBKIKtrUz
452,75,1530.92,8,xdJoySGzHtjWiSjsHbfMWHNkOvjtqZXwKBYhYFoiSVbhJBD
453,67,1131.72,3,XrpPkhfrEqVyJmltJKrdHZSlSlxaKY
454,130,264.35,9,uaoYunekEHEFbHExnoSZahblmgFIxz
455,101,1723.62,13,trcMeOnEEslOBWHrKUHoHobQjpMrhFidaCvyvo
456,197,1255.39,2,vkPQtCpABUKlsCldGelAjbQuQGYJfaUivKOdiaQe
457,145,153.97,6,SSSZmxurlBqtTFLiBtaTM
458,93,543.84,8,UCIIQrnYIsazCAixTZsPLejjGv
459,24,539.72,8,enlpflGjSAyDXWJKHBSrJRvFBUVnxgjiZGWHFzPyhNEDAS
460,156,1676.3,15,hvsDfGuolxImLrDNCbScNxijinPFwrbCcnAgwyyP
461,148,1046.68,7,FvkBjXjPailQBpkOsmFViTIXyDesnjaIOPqCLJCjshXmTpsvot
462,157,1961.53,8,pAdoHjVGSkHJcriimLhaEybwkNkEMHmgtjcrpyVJB
463,146,1667.05,5,XPvgihUWjNqieLGdXzDtE
464,45,1844.54,8,KwJFxrjUJjwGzlbTXmJaFBsDShIcT
465,17,1351.75,13,TgqqEhQqHTeffamTZBbAeYxXBoqgtFYvmQFmVnQGFbVooN
466,83,742.92,9,VsYkhBVTxpuyNIHzhxKjsU
467,65,1200.93,3,KVjKggMhHYHQKCVAcLhseJLDgotiOWvuciaifJGbYG
468,147,449.8,4,ZXwNeDGCYnKGSKvizjqRYzmlTpEEiWySRL
469,57,1671.23,15,ONVltIYendTSQPbPTSxrhsPF
470,6,1320.38,2,fUuUuYXFRfqcbGgaWqgv
471,31,711.56,6,vaupegJaZtmydMMaQUJkCalC
472,84,1783.2,5,xlnDhLTkCAPPjQFmpDyCGfaepmjZvrRPAFECSTtNqR
473,117,333.96,4,WrsPbspuAARLPJwrpStUDCechRpuBcBKaypraidbizUvTOQRCa
474,146,930.89,7,KzHKEFBdNCDJKfLCuLfFlIxWLToJrmXTM
475,179,1085.44,1,PSXCuKtjcAUqvVIINtFax
476,28,21.04,1,aSmEztjLqNGNkVAhGVkTJbljXVVqWjazMtOFkyLbK
477,104,249.72,4,ErfUYQGXHBoNtXfbXjuaSwQbPhzMlRNYWJdxXyiwzPQCCbwRF
478,166,927.97,12,RquvKHPISrXcetHPpfZAxPdGaDLfZCZmwLRGmsu
479,64,1035.39,6,iAkAHcUjDTzBkQfFGegTjWqgusDwkZqZJonmcqsBsEMh
480,199,952.18,2,HpbVBjvbqSmaqMMPFZnJSPiUabR
481,25,1261.43,3,dnrfnLkzaEWBCmFQBEWulyy
482,110,1474.76,12,kDLzdMXskRkrAIkWotLUprvBiethwXQnqsNFPozJGhpQcw
483,121,197.05,11,GaSRHUUgPeFBuvNOGjyY
484,58,1273.08,10,kbREPRYiSqDMZSyMNhZFmGraaShyqkXhPPWmobBBYxPqr
485,168,978.98,1,lHWJhbNIjvPLNiDHkQAs
486,155,1823.23,12,gELUdzMgdqJKhPLSXBRtnlrLXGXrJtPlsiZTqxR
487,68,1195.5,5,ODdUVRJjWXvwXIQkbUuHFuhjOwAMnjAILCIYhSeQhLK
488,38,703.37,3,ZTVPoMqklsLfYBtSQsiRJfdzjiewOQxtPtfhLP
489,140,1178.76,14,CrvLiRaXqbRIjBecgIRmBSIEimsrEikHjgykRuvewWVv
490,103,149.64,8,bLMavAkRMjOkUFGfTYeGJVNvbDWWklDlYYAlLDjjVlBM
491,181,1298.81,5,iXXyWSmtYUeVxRuPdbBfwgJAMEnuThvIym
492,93,429.54,3,osqLoDoMpmYOOWhyBDLxO
493,85,836.98,10,GpQTbPiaqkuGrEYANkmITwSZkBcqvKXdMQAwICO
494,168,890.71,7,cdlpzPcEBTRunONPJiazsltlIiqlUxlkcDfWKaNKmYEGwsvc
495,150,201.51,3,dZITUEYcbDecWXozewSGqdJlOfwDMxGZ
496,154,1525.67,8,RXBdRvrDlLRDGmmEyouNzxNjfbfrtXnQpAPgtThDFezND
497,9,1454.83,10,BqFCLyqUzpyynzmpNGeTZsSFxF
498,147,1723.25,2,mDjBGOVjITuSJJvbrDanWGcJfpwrCTZrhcZp
499,161,1729.84,7,WaVlCwhEEjeHLPJIwNpQulAYLUisngobNhJsNmrJRrHPJux
500,39,451.87,5,xfFJfcDcrtugfJUqEBaFRxZGeCiIIDGSRufHiZn
501,37,615.31,2,VTILYHFVbAQbddYOhKkCCyHtQkTTTnbJtLijlLhcvHBsMRZ
502,166,443.13,9,ihNaihMStRhDUodjXgrxbvaQNVJaxknBKyBnDGFgKeDIl
503,85,985.35,14,OZdpoKkaDmzSZOlCLYZn
504,80,1819.55,3,EghstIAibKTvAUYVNJYIRnOvqNvczRgWJeQiFQuFlWxMTeMrK
505,17,1872.0,6,rcwilqsTTrjohmoZRsFZmBNWHktERfpeHHSobAqVNVlPd
506,19,1395.2,13,DgiirrczqrKnsAuxTmae
507,36,1108.68,2,cUCiIJGtHzachoUfbXZpPXIBEfWneDUDiu
508,174,800.32,9,zrdPQyBVoWLFXIucQrxCLgFjvFCqZCEcB
509,194,156.1,12,DLpwLIQRgxyEzvclFyJNMTScXBbSWYefSgVZvlAwhzjhjH
510,144,1681.39,9,GpXAaqfdncabetCqAciAQmjjiEPiIjDnhUwbOehzp
511,1,166.54,8,SSmaECbOaLLrhVJYACVwAyHjhvZCHrGSCOnbFryMwyDfJ
512,68,1682.63,8,JfQhZHzKTvsDlipUQDvxbyTEKzYXavpJm
513,8,1879.07,2,EscnRiTBVqssGkYXsNwSVtRRlTiKHRqgOCXAvd
514,85,1999.54,14,aRptyigRbfWGeGolUChCpbPyaqdIrSkqINNdAGffRMqm
515,152,1248.68,11,MxHJoOhaGbSQQcQMADsGgSw
516,15,1106.15,13,OkOUXrjFUFeMJXtpxoiZCUwF
517,110,1602.17,4,DaNWalfLdUtKJJJgodGTXsnzBODnBdHtLPjV
518,32,1493.23,6,hUtpxCHrCwbxSSBZGtJcUtcUJDgSg
519,169,1077.53,10,pSuEYoHaBBFmLKUkMYPMLlxoGVCJIpUtJKVAPGZGvFtV
520,149,931.12,14,sfxCjkjWqJimjpVGsdkrWhHgGJHCmmrtgYUEhWgsgTTtbp
521,63,826.05,1,aEpUxAuUqHqjupeITPWMbnCBlEDmZTyI
522,10,1995.6,9,kLPRwTRDKEkOxPgvmWxKCymjWtpVDeInQEoSYjlXE
523,58,1618.64,13,SUstHoIqkDUPSrqZRgFZvPlAACuGZpNPokqCczDt
524,16,118.73,15,YZMoaJAvHJnJxMOoYVJmImPShpaQEKetVuSBEaKAxSzaYjmgXA
525,140,1992.89,5,LmiKoFpLOQVputjltFtHlWSYpEX
526,107,1384.32,5,NGUyvkvnSFtwParvltfnNrjNfBzZLGYro
527,155,616.61,14,CvkdcwKvNFnWAzGrzeLZvtiDEryekpsP
528,32,1359.54,10,ipcUVXcPqBLXTkBGlOrDcjdDXCbiTkTGCuUAlBhEYZdCw
529,53,591.05,11,RVkYzcTeyprUUDhrCpMwNnVBoLUaMMZ
530,192,611.0,3,MvBYDtUAHmXfYAJPVcLvKMLolERKxEcceAmktNUBy
531,181,1461.67,8,gsGRKGjJXCAxMZwAwySB
532,148,62.21,2,UQEsvSEwaIMngPKmZKfXTwLWWKMeUheiZmnyJNakfB
533,132,1194.28,14,IxzLMqGTPnwmgeNdQHRvLsKiAzCCCMdffvDkPoFS
534,48,1461.03,13,gXNvQrZpHedvkZSxJPhPSCdvMHtwLdwCjOhwgQtfyOeZwx
535,140,448.49,5,SPCEzgCNSYeoLtGmRvIgpLuKbAVTs
536,167,1905.45,5,jWOgZmeghEDiQIeSiqcTygbEfPyqmFyX
537,23,1455.87,2,jCOjkhqIyRcgBdXisvNzOUP
538,149,1475.67,8,oVUbrJXjrUyGneAWsuWwbJvzIajqYRNkdhfCqalsxz
539,94,417.8,9,fDfKeQZWUDYIMLaFvaqhOSGskndJbxabUNRmIcp
540,5,1995.86,6,OMrahYKvgKGdEyrKGhQQPCtbgu
541,69,1541.93,5,hOJIcSXrhYkVPyFoIZsttuncPzTM
542,62,1690.18,2,DzJRXwDxkFdccMScmwfOjLVnCbnwGVTJPoNafoVAoemB
543,171,622.54,1,ePphdGWwEqgjYcbtcfKVcyZShARbEUOqhUboifxn
544,43,485.47,4,cbTupyNMysDPyMXKOhNntg
545,58,1683.98,14,LumkrEDosROpzZtQSUMGJUtkG
546,190,672.21,13,fYyrGrrTKnCmlfVHdkhHSYCoqs
547,195,1673.61,10,tlgKUGwZwKyJuzGMsdzLPXY
548,134,412.75,4,GUbyeSRbxowehIjzXuKzVzXfnTdGjywhpX
549,44,401.47,4,bqjfNzhIJoPVljOBBnLG
550,123,1293.79,13,rdWMWUmDvixFFwAHMThrrg
551,89,1256.34,13,kxBTMEbkimZHrwkYjixgVLAeV
552,1,1534.27,5,csLPxWTKyYvhFarmUeeunCtVmYMaOpgnCBFDwDpjItbgOm
553,171,1432.6,4,woUJcawDxfWzFTAZXJDQdDMTXoVWJopVSRLiIPqWfdSSBN
554,50,1018.69,3,AKSoJwmDHTASghZmCkvuypnRQLuYHnYPP
555,44,629.38,11,GcEkmujxvygNEnBYKeMBghPXbzvFmevCUFaLkujSwODFhSyTG
556,5,1290.62,14,ZEtdxIKALbzlyofFnUHkHkBtcJUWIQfjVd
557,53,808.49,4,YdDsZaWlhuzMiodLADBzEptBszMDIxgfSMnBsuzQnihJQFcmU
558,79,468.77,12,ZAPIgdtNfQoaPrnwYdnRbtrCsHiOWUwTvXbaLKGWJuqHbpTt
559,70,436.87,15,RiIDAQcGMszwCiesflzWymlvBhnJBymanojwVUWAnUaY
560,37,74.31,4,grAxRuqMvHcsdIHhTqtQUPFOlmIIHVzildSHJChY
561,12,675.55,8,CVNrIfeQKZOsudEaLMbBewgpUXGvCRuXRZyxagTX
562,104,1216.25,11,lInmdNwBBYBqtcjZUXcdR
563,82,1045.93,2,NcjKNIVMQWKrJDuNNzhhHdzVeoFFUtxQH
564,106,1304.83,4,YuSjcoKeteegdaWdSzmXEgfTflnLbFmnOkeSDSNlMOjvYOyhGz
565,16,1761.9,1,omFObTrbGqjWIjcNXgEAljjWKYBXwrRMoFIHaQrrRNgvGU
566,161,1007.24,8,mcrihPGtExFjfqiBlpLrgGTqeeigYug
567,116,1490.67,2,VqHytxRRHyzpVCyvCPXbEmrSqxkhQQJONfnlYNOqKcKp
568,84,1234.31,1,gidHRZhYsdDNRHHzmjTXhkesKomcEe
569,117,1920.58,15,yatAHviLcobQQaJeHajrjDynCvmbRBWqaASz
570,22,620.22,10,JsfxKxQtLfZUudJelsMHFabIuC
571,62,801.22,10,ywHPqYmUrHMawgkLGzERBvXBdMpIhniQsr
572,52,1110.54,5,HgzFwxxNxLppZVORYaeEmHKZEgKfBcFstqAMRe
573,19,239.09,14,ljkCfoqsDdDJdXjMROLqahoanDoaCOGEts
574,127,570.07,13,dpqsGuwuPtmrdcdZokfIdFpAsBIdLZhNQgzTjBjOZ
575,47,1049.88,5,HbjkwCoMvQyCgsvKuLEYkoXgtkWka
576,61,1445.44,5,eUNnFpVMwwXtFdldsopBc
577,133,904.9,2,MyLZXVxJTcCeJpVwgNjOSreqSVXtk
578,128,235.84,11,xFIsMdKuSSDhtPYYycXYPZtxYQmOiVjvDilr
579,195,951.31,15,EaehjWRuixLMRVJPJQmvvNJnvrsNltpjoiwyCLoncwHbp
580,31,1965.48,13,pueifDqriXMrafHpcIXiywopMEVdhuYICnZqVQbdBHGKJnl
581,73,888.41,1,bruAuiLJBaORbQrpUPHVFnUz
582,63,601.72,2,JjsVxbdsRJrbhSmcCPrFZI
583,181,25.55,12,RBbnccEpgTmjBIRyWGOfOskiNXyrFUwiJjLTRtXlHQTzsj
584,147,1992.69,7,ZajNZZkWyYLxtgBBzWFsHpGPPcik
585,66,1230.28,15,eYyhycbJkNHaRYrlmWLKdIwrhWivfBogDzsQIMX
586,1,1660.28,13,PKvdsdMVkxDFAxgwhphBwcbYcmmyYqFlZYPiSGwJPEksrnVa
587,74,707.89,15,hJNhnwKFgEZLLuMlPdpIUyEwgJKwQxRDou
588,93,1666.8,4,tiRDBPgSCmevqfhVsnHybPQVbjQWzDoHsdgdU
589,133,1901.34,13,VxYlxMotqcNxHOzuIRoksTklzKVYmemBTNEWpxOsFvOPZV
590,13,936.27,2,hoUWlRupjqSpeDxwHZjqDBgqunCDQiGTSIUtUcneUpxvAVVQAs
591,84,93.3,15,tDaOsdHhfbVbQSvtrQbRLwFGwQZNJgcuWYV
592,9,1706.82,6,KUaYGOZNLeomVgFYmPYmVFNCfejcKyqkgc
593,46,209.79,8,MIkTMeedOWHjKsobwQyYjKSFnNYNsPKenDGOzEkDsTdxPX
594,131,1781.67,5,eSECcDOsbrAteVZuzqaimbbgzODOgYEqGNj
595,79,398.66,2,rkakShZRHBVEuNyemIogGSLBNRDmTGHXVvZetZzihjznRIIVa
596,16,1545.46,9,eYnWnsKkuSyvBDFjPVjCAlchTlqMAMOI
597,4,596.11,5,GqKWYHCETgiCBNfChHcykFDBhodMogwQWx
598,181,926.7,7,NjuRKOpRpTvVLhsbppSgjoLQomqezbtXjWkRCoBuRlpGXD
599,96,1993.57,4,vlilVcqvHoDGReNgjeqFtpBJH
600,100,1462.0,12,GtYnQzevPUeintHnukqLZuI
601,179,1408.81,10,MSyYtpgkMHHQFLFLYqKNCZj
602,98,1107.2,10,QhehKkvmjpJZDCIlFWRrZcBQXcZlJY
603,117,1976.79,2,NILwAeDbiqzCAOmbGxslzEPTPhe
604,135,739.25,1,OzXxGlXDXiCDjwGqrnHZFpaFlUMIsJYrVicwEjmxAptKoL
605,134,1533.98,15,ilLAnfkvFkIKfhBSSJqvZtVEwWmqNeUCFwviuAqPYppx
606,6,926.94,10,tzRSPOFSBHGbdjTEjjTHCphhwSHltcDDYbnjQv
607,25,1533.69,8,uAHNHIVylNVIBTPvFBxJNAofiFFeVbsUAXSwxn
608,176,745.15,13,GsLHgINWPUeIfHZWsvDmUewROoUrEnJuoYdfX
609,127,1324.46,11,VNbOOWdTNLSGOCpkvJYczTbyzLG
610,162,257.21,9,keBfeGzHNDpouiKkqggGXQgoQfsmnn
611,192,1973.11,14,nPKdmQEeLdcKqtgvVeyfKhbAZGYYhnBoPJqVLxAH
612,190,628.69,8,UsAuGmODRVhWWWgJOUEmIqwU
613,4,632.25,7,FTqBTgSEHzcKfamqRcwAEPSutOn
614,6,271.98,4,LILHNWFDLApuxjIxmUxDqmNKTivhK
615,178,78.14,5,wPfeNKNQNdphzrEilyWbZxXz
616,117,621.86,10,lCBUYmgNgvLwGnwnNILcXn
617,136,1443.14,10,BuuRScQbHHlZSmrHdRAcvkPawPXlIIyn
618,54,1226.99,10,OFGOvboAdqYYXodzTVtkTtQYHmZeDBNDywDLoNdzesl
619,112,1097.21,5,xLweFuaSLPQSzAJRyoFmFScTEDpGMlPwFy
620,12,1089.18,13,SUcCFTsropuOOKQUnUeXnNVBLKNpL
621,65,1999.53,15,mWoUCMvsMCfSwZfLmGtekZscvnzbfXsRTwXzMOjZWSbKRLC
622,48,1171.74,12,fZDLIjtPWLkIbeHJQjTRGofU
623,27,13.55,15,qoHCVuRsTPsCIGSZBUtiCGgNnNd
624,77,1866.45,3,jstYlugvUphHQaKZoDkwPteFrhuhqqlwfjnssLjfxGfQeHaa
625,135,1281.17,9,ozTbbCszYTZzLCvsnWqGALuMhxcUNzRMtpfOxCokXzKaf
626,200,146.58,3,MqfYoOGHJxIHlxrQQDztIEzKEOqOxLyWDlRN
627,169,1663.03,12,OEjAWxvlqQAjGQamcWtJdDMsdEsEjnylkTDovEjpDSYduSAyqP
628,162,966.39,14,yKUpKbnvuiDIYmYJMHDPfKDYfsORXuadtBo
629,60,1897.06,6,cBvcNJdEfaMjaiGmBObNeikmuXGYOOTiWdtbzSjsdoOEQtFvuB
630,122,1131.25,1,OCbpwCqxQsTYHreaBjgZEgfeyGVcJTIRN
631,75,1470.47,10,hoKKiCMTOeBnfLpSVNWazIEzRyRTzcDDVYEPID
632,122,1241.98,10,GUCYleQpfmMgeAknZlTFRpuAxhOVnDPgHttHTwE
633,156,1776.21,10,bqQnUrrbUPImNJmzvjRbOGoTFzdIeL
634,82,490.78,3,odhiAbKiCxLTQLjzQXFgYarqBjXsFZDSCSBAtJnOBHKxXWqzXH
635,8,1371.33,13,vQpfkMZLEWYFsthLeWjRvNLPxXjTbPFeAPQcHxK
